,name,start
2165,Кубок Хэллоуина,2012-11-03 00:00:00
2184,Псковские снетки,2012-11-03 00:00:00
2087,Кубок Ломоносова,2012-11-04 00:00:00
2227,Волжские зори,2012-11-03 00:00:00
2088,Самариум,2012-11-10 00:00:00
2155,Кубок Ичеришехер. Первый этап,2012-11-10 00:00:00
2156,Гостиный двор,2012-11-10 00:00:00
2193,Баюнале,2012-11-10 00:00:00
2201,Чемпионат Екатеринбурга и Свердловской области,2012-11-10 00:00:00
2207,Осенний чемпионат Нижневартовска,2012-11-11 00:00:00
2214,Кубок Узбекистана,2012-11-11 00:00:00
2215,Кубок Мюнхгаузена,2012-11-10 00:00:00
2216,Чемпионат Тюмени,2012-11-11 00:00:00
2234,Кубок Европы среди студентов,2012-11-09 00:00:00
2175,Кубок Акима Караганды,2012-11-18 00:00:00
2177,Чемпионат Курска,2012-11-18 00:00:00
2208,Открытый чемпионат Архангельска,2012-11-18 00:00:00
2219,Чемпионат Санкт-Петербурга. Высшая лига,2012-09-23 00:00:00
2220,Чемпионат Санкт-Петербурга. Первая лига,2012-09-23 00:00:00
2226,Чемпионат Казани,2012-11-18 00:00:00
2229,Чемпионат Нижнего Новгорода,2012-09-09 00:00:00
2231,Гвидон,2012-11-17 00:00:00
2199,Открытый кубок МГУ,2012-11-24 00:00:00
2157,Чемпионат Долгопрудного,2012-11-25 00:00:00
2224,Чемпионат Саратова,2012-10-07 00:00:00
2221,Осенний кубок,2012-11-29 00:00:00
2223,Беловежская зима,2012-12-01 00:00:00
2077,Открытый кубок России,2012-12-01 00:00:00
2228,Зимний кубок,2012-12-07 00:00:00
2148,Чемпионат Украины. Первый этап,2012-12-08 00:00:00
2167,Чемпионат Усть-Каменогорска,2012-12-08 00:00:00
2205,Вологодский фестиваль,2012-12-08 00:00:00
2252,Чемпионат Риги,2012-02-12 00:00:00
2147,В четыре руки,2012-12-08 00:00:00
2206,Покорение Сибири,2012-12-08 00:00:00
2247,Кубок Беларуси,2012-12-09 00:00:00
2256,Центрально-Европейская лига. Калуга-Смоленск,2012-12-08 00:00:00
2255,Чемпионат Саранска. Высшая лига,2012-12-13 00:00:00
2191,Мемориал Сидлецкого,2012-12-15 00:00:00
2238,МАЙЯтник Фуко,2012-12-21 00:00:00
2239,Инновационный Цикл,2012-12-22 00:00:00
2242,Чемпионат Азербайджана,2012-12-22 00:00:00
2262,Всеармянский фестиваль,2012-12-22 00:00:00
2188,Кубок Апокалипсиса,2012-12-22 00:00:00
2211,Кубок Волгограда. Апертура,2012-12-23 00:00:00
2217,Фестиваль памяти Сергея Некрасова,2013-01-06 00:00:00
2237,Краснодарский рождественский турнир,2013-01-07 00:00:00
2243,Холодная Голова,2013-01-04 00:00:00
2178,Львов зимой,2013-01-12 00:00:00
2189,Кубок Зелёного Змея,2013-01-12 00:00:00
2250,Кубок Хайфы,2013-01-12 00:00:00
2267,Кубок Сигулды,2013-01-12 00:00:00
2290,Чемпионат Мордовии,2012-10-21 00:00:00
2258,Буковинская коляда,2013-01-20 00:00:00
2269,Неспростая зима,2013-01-20 00:00:00
2298,Поволжская лига. Саратов - Ульяновск,2013-01-20 00:00:00
2264,Чемпионат Ивантеевки,2013-01-20 00:00:00
2251,Громкокипящий кубок,2013-01-18 00:00:00
2209,Открытый кубок Зеленограда,2013-01-27 00:00:00
2213,Кубок ДоДона,2013-01-27 00:00:00
2260,Январский дебют,2013-01-27 00:00:00
2246,Синхронный кубок Зеленограда,2013-01-27 00:00:00
2309,Поволжская лига. Казань,2013-02-03 00:00:00
2232,Азовский бриз,2013-02-02 00:00:00
2308,Открытый кубок ректора РГПУ,2013-02-08 00:00:00
2235,Мемориал Дмитрия Коноваленко,2013-02-09 00:00:00
2212,Кубок Волгограда. Костарикатура,2013-02-10 00:00:00
2288,Голосеевский кубок,2013-02-10 00:00:00
2313,Чемпионат Губы,2013-02-10 00:00:00
2179,Чемпионат Украины. 2 этап - Знатоки в Алуште,2013-02-16 00:00:00
2248,Кубок Ичеришехер. Второй этап,2013-02-15 00:00:00
2270,Игра головой,2013-02-17 00:00:00
2291,Центрально-Европейская лига. Тула-Иваново,2013-02-16 00:00:00
2300,Чемпионат Беларуси,2013-02-16 00:00:00
2305,Дилижанские игры,2013-02-16 00:00:00
2317,Чемпионат Нижнего Новгорода среди студентов,2013-02-17 00:00:00
2341,Поволжская лига. Нижний Новгород,2013-02-17 00:00:00
2304,"Открытый чемпионат КИИ ""Аэробрейн""",2012-09-20 00:00:00
2218,Игры Доброй Воли,2013-02-24 00:00:00
2271,Кубок Альфы,2013-02-24 00:00:00
2289,"Ледокол ""Адмирал Окуневский""",2013-02-24 00:00:00
2293,Зимник,2013-02-23 00:00:00
2307,Кубок Серпухова,2013-02-24 00:00:00
2323,Студенческий чемпионат Ростовской области,2013-02-24 00:00:00
2342,Поволжская лига. Волгоград,2013-02-24 00:00:00
2268,Гамбургский счёт,2013-03-02 00:00:00
2166,Открытый Всероссийский синхронный чемпионат,2012-09-30 00:00:00
2210,Кубок Волгограда. Клаусура,2013-03-03 00:00:00
2261,Кубок весей,2013-03-01 00:00:00
2276,Универсиада,2013-03-02 00:00:00
2324,Молодёжный чемпионат Саратова,2013-03-03 00:00:00
2337,Чемпионат Тюмени,2013-03-03 00:00:00
2306,Турнир трёх тополей,2013-03-09 00:00:00
2254,Открытый кубок Мордовии,2013-03-09 00:00:00
2311,Только по слеДАМ,2013-03-10 00:00:00
2274,Знатокиада. Эпиграф,2013-03-08 00:00:00
2319,Студенческий чемпионат Москвы,2013-03-15 00:00:00
2152,Чемпионат Украины. Вторая лига,2012-09-29 00:00:00
2331,Открытое первенство Сибири. Школьники,2013-03-16 00:00:00
2333,Студенческий чемпионат Перми,2013-03-16 00:00:00
2277,Весна в ЛЭТИ,2013-03-16 00:00:00
2299,Мартовский лев,2013-03-16 00:00:00
2303,Синхрон Первенства Сибири,2013-03-16 00:00:00
2312,Пиковые нагрузки,2013-03-17 00:00:00
2322,Открытое Первенство Сибири,2013-03-15 00:00:00
2400,Центрально-Европейская лига. Орёл - Липецк,2013-03-16 00:00:00
2295,Caspian Cup,2013-03-16 00:00:00
2383,Чемпионат Москвы. Вторая лига. Дивизион Бауманка,2013-02-19 00:00:00
2222,Кубок МИФИ,2013-03-23 00:00:00
2334,Студенческий чемпионат Самары,2013-03-23 00:00:00
2335,Кубок Новруза,2013-03-23 00:00:00
2275,Турнирум,2013-03-23 00:00:00
2318,Неспростая весна,2013-03-24 00:00:00
2336,Чемпионат Московской области,2013-03-24 00:00:00
2348,Кубок Новруза,2013-03-23 00:00:00
2402,Поволжская лига. Саранск,2013-03-24 00:00:00
2278,mgimo.open,2013-03-30 00:00:00
2359,Чемпионат Бейлагана,2013-03-30 00:00:00
2373,Чемпионат Зеленограда. Высшая лига,2012-12-23 00:00:00
2403,Поволжская лига. Самара,2013-03-31 00:00:00
2454,Чемпионат Харькова. Первая лига,2012-10-18 00:00:00
2181,Кубок городов,2013-04-07 00:00:00
2263,Интеллектуальная ворона,2013-04-07 00:00:00
2310,Кубок губернатора Иркутской области,2013-04-06 00:00:00
2678,Чемпионат Волгограда,2012-10-15 00:00:00
2357,Чемпионат Москвы. Вторая лига. Дивизион НИУ ВШЭ,2013-02-15 00:00:00
2117,Чемпионат России,2013-04-13 00:00:00
2225,Юбилейный Израиль,2013-04-13 00:00:00
2273,Открытый чемпионат ОНЭУ,2013-02-19 00:00:00
2353,Межфакультетский кубок МГУ,2013-04-16 00:00:00
2302,Открытый кубок МГПУ,2013-04-20 00:00:00
2356,Чемпионат Бреста,2012-11-29 00:00:00
2358,Чемпионат Германии,2013-04-20 00:00:00
2360,Чемпионат Латвии,2013-04-20 00:00:00
2361,Чемпионат Туркменистана,2013-04-20 00:00:00
2362,Чемпионат Узбекистана,2013-04-20 00:00:00
2364,Чемпионат Израиля,2013-04-20 00:00:00
2378,Чемпионат Эстонии,2013-04-20 00:00:00
2245,Студенческий чемпионат России,2013-04-20 00:00:00
2279,Чемпионат США,2013-04-20 00:00:00
2345,Школьный кубок городов,2013-04-20 00:00:00
2347,Чемпионат Великобритании,2013-04-21 00:00:00
2366,Чемпионат Молдовы,2013-04-21 00:00:00
2301,Синхрон Моносова,2013-04-20 00:00:00
2386,Чемпионат Харькова. Высшая лига,2012-10-14 00:00:00
2382,Чемпионат МУБК - Чемпионат Москвы. Вторая лига,2013-02-21 00:00:00
2332,Молодёжный чемпионат Магнитогорска,2013-04-27 00:00:00
2367,Кубок Междуречья,2013-04-27 00:00:00
2381,Кубок 12 коллегий,2013-04-27 00:00:00
2392,Чемпионат Литвы,2013-04-27 00:00:00
2280,Вешние воды,2013-04-28 00:00:00
2314,Кубок Ичеришехер. Третий этап,2013-04-26 00:00:00
2346,Студенческий кубок городов,2013-04-27 00:00:00
2352,Весенний чемпионат Нижневартовска,2013-04-28 00:00:00
2368,Кубок Московской области,2013-04-28 00:00:00
2396,Чемпионат Ростовской области. Высшая лига,2012-10-21 00:00:00
2397,Чемпионат Ростовской области. Первая лига,2012-10-21 00:00:00
2325,18+,2013-04-27 00:00:00
2512,Чемпионат Сибирской лиги,2013-01-13 00:00:00
2377,Знатокиада - Холидей Инн,2013-05-03 00:00:00
2236,Знатокиaда. Всеобщий открытый турнир,2013-05-04 00:00:00
2371,Кубок Югры и Тюменской области,2013-05-02 00:00:00
2380,AU,2013-05-04 00:00:00
2394,Чемпионат Минска,2012-09-01 00:00:00
2287,Саратов,2013-05-09 00:00:00
2151,Балтийский берег,2012-10-05 00:00:00
2281,Национальный кубок ЛУК,2013-05-11 00:00:00
2283,Каменный цветок,2013-05-11 00:00:00
2296,30-лотое кольцо,2013-05-12 00:00:00
2297,Нехрустальная сова,2013-05-10 00:00:00
2372,Кубок Победы или Ультиматум,2013-05-11 00:00:00
