,name,start
3692,Чемпионат Минска. Лига А. Тур четвёртый.,2016-02-22 18:45:00
3691,Беларускае люстэрка,2016-02-19 12:00:00
3678,Кубок Повес,2016-02-19 14:00:00
3656,Синхрон Первенства Сибири,2016-02-20 10:00:00
3377,Серия MASTERS. Синхрон Николенко,2016-02-20 19:00:00
3484,Вопросы категории Б. Этап 4.,2016-02-21 06:00:00
3673,Синхрон Смузиленда,2016-02-21 12:00:00
3696,Гран-при им. Г.В. Плеханова,2016-02-27 12:00:00
3546,Школьный чемпионат Республики Коми,2016-02-27 14:00:00
3668,Гульнi добрай Волi,2016-02-28 13:00:00
3580,Жажда фактов. Февраль,2016-02-25 14:00:00
3328,Балтийский берег. 4 игра,2016-02-26 19:05:00
3413,Серия Гран-при. 5 этап,2016-02-27 00:05:00
3669,Игры доброй воли,2016-02-27 12:00:00
3752,Школьный Кубок ИРМ,2016-03-05 12:00:00
3713,Берлинский тур Бундеслиги ЧГК,2016-03-03 14:00:00
3686,Кубок Украины. День 2,2016-03-06 11:00:00
3679,Кубок Гноевых,2016-03-03 14:00:00
3735,Синхрон высшей лиги Москвы. 2-й тур,2016-03-04 19:00:00
3460,ОВСЧ. 6 тур,2016-03-04 20:00:00
3569,ОВСЧ,2015-09-25 20:00:00
3684,СУОК. Часть 1,2016-03-05 12:00:00
3706,Кубок Белоярской АЭС,2016-03-12 10:00:00
3760,Студенческий чемпионат Тюмени,2016-03-12 17:00:00
3545,Кубок Физтеха,2016-03-12 14:00:00
3702,Весна в ЛЭТИ,2016-03-12 13:00:00
3479,Чемпионат Минска. Лига Б. Тур пятый.,2016-03-14 18:45:00
3685,СУОК. Часть 2,2016-03-11 12:00:00
3493,Студенческая лига Сибири V тур,2016-03-11 09:00:00
3803,Межфакультетский кубок МГУ. Отбор № 1,2016-03-15 14:00:00
3575,Кубок Луна-Парка,2016-03-11 14:00:00
3747,Синхрон простых вопросов,2016-03-13 14:00:00
3395,Открытый молодёжный синхронный кубок,2016-03-11 18:30:00
3648,Знатокиада. Эпиграф,2016-03-11 19:00:00
3674,Серия Premier. Мартовские иды,2016-03-11 19:00:00
3805,Межфакультетский кубок МГУ. Отбор № 2,2016-03-18 14:00:00
3592,Чемпионат Москвы. Высшая лига,2015-11-28 00:00:00
3593,Чемпионат Москвы. Первая лига,2015-11-28 00:00:00
3757,U-Mind Games,2016-03-19 12:00:00
3599,Сова бьян,2016-03-18 18:05:00
3379,Серия MASTERS. Синхрон Матвеева,2016-03-18 19:00:00
3523,Уходящая натура,2016-03-18 19:00:00
3687,Синхрон кубка Физтеха,2016-03-18 19:00:00
3807,Межфакультетский кубок МГУ. Отбор № 3,2016-03-23 14:00:00
3485,Вопросы категории Б. Этап 5.,2016-03-19 19:00:00
3768,Олимпиада Приволжского федерального округа. Финал,2016-03-23 11:00:00
3809,Межфакультетский кубок МГУ. Отбор № 4,2016-03-25 14:00:00
3763,Строго на Юг,2016-03-24 12:00:00
3753,Кубок Шеннона,2016-03-25 19:00:00
3718,Весенний Умлаут,2016-03-26 11:00:00
3463,Финал ОЧВР,2016-03-26 12:00:00
3652,Дилижанские игры,2016-03-25 12:00:00
3793,Мартовский лев,2016-03-26 14:00:00
3789,Арена,2016-03-27 15:30:00
3799,Финал Чемпионата Московской области,2016-03-27 12:30:00
3708,Студенческая лига Сибири,2015-10-09 19:00:00
3764,Чемпионат Минска. Лига А. Тур пятый.,2016-03-28 18:45:00
3494,Студенческая лига Сибири VI тур,2016-03-25 09:00:00
3808,Межфакультетский кубок МГУ. Отбор № 5,2016-03-29 14:00:00
3770,Синхрон высшей лиги Москвы. 3-й тур,2016-03-25 19:00:00
3340,Турнирум,2016-03-25 20:00:00
3414,Серия Гран-при. 6 этап,2016-03-26 00:05:00
3695,Кубок Ичеришехер. Второй этап,2016-03-25 23:55:00
3810,Межфакультетский кубок МГУ. Отбор № 6,2016-03-30 14:00:00
3796,Весна в Галилее,2016-04-02 12:00:00
3716,Открытый студенческий кубок Прибалтики,2016-04-02 11:00:00
3724,Кубок Серпухова,2016-04-03 12:00:00
3737,Кубок губернатора Иркутской области,2016-04-02 11:00:00
3782,Чемпионат Зеленограда,2016-04-03 14:00:00
3468,Кубок городов,2016-04-01 00:00:00
3480,Чемпионат Минска. Лига Б. Тур шестой.,2016-04-04 18:45:00
3784,Универсиада,2016-04-01 00:00:00
3717,Весенний Синхронный Умлаут,2016-04-01 18:30:00
3689,Зеркало финала ОЧВР,2016-04-01 19:00:00
3694,Малахитовая шкатулка,2016-04-01 20:00:00
3815,Чемпионат Харьковской области. Вторая лига,2015-11-09 21:00:00
3759,Межфакультетский кубок МГУ,2016-04-07 19:00:00
3769,Чемпионат Туркменистана,2016-04-09 11:30:00
3767,Чемпионат Израиля,2016-04-09 12:00:00
3559,Чемпионат Мордовии,2015-11-08 00:00:00
4132,Чемпионат Воронежа,2016-04-10 12:00:00
3772,Чемпионат США,2016-04-09 14:00:00
3583,Студенческий Кубок княгини Ольги,2016-04-09 13:00:00
3821,Школьный кубок княгини Ольги,2016-04-09 13:00:00
3786,Чемпионат Молдовы,2016-04-10 11:00:00
3675,Поволжская лига,2016-04-10 11:00:00
3748,Этажи,2016-04-10 10:00:00
3525,Балтийский Берег. Общий зачёт,2015-10-02 19:05:00
3612,Кубок Читаго,2016-04-08 09:00:00
3830,Чемпионат Харьковской области. Первая лига,2015-10-19 00:00:00
3727,Синхронный турнир ЛУК,2015-11-07 08:00:00
3806,Синхронный турнир ЛУК. Этап 3,2016-04-09 08:00:00
3329,Балтийский берег. 5 игра,2016-04-08 19:05:00
3710,Серия Premier. Кубок тёмных лошадок,2016-04-08 20:00:00
3486,Вопросы категории Б. Этап 6.,2016-04-09 19:05:00
3487,Вопросы категории Б. Общий зачёт.,2015-09-27 06:00:00
3738,Синхрон студенческого кубка княгини Ольги,2016-04-10 10:00:00
3824,Чемпионат Украины. Общий зачёт,2015-12-11 19:00:00
3795,Чемпионат Украины. 2 этап,2016-04-16 15:00:00
3820,Младший финал чемпионата Южно-Сахалинска,2016-04-17 12:00:00
3785,"Кубок Победы, или Ультиматум",2016-04-16 12:00:00
3787,Синхрон студенческого фестиваля Этажи,2016-04-15 14:00:00
3794,Зеркало чемпионатов стран,2016-04-15 18:00:00
3387,Киевские кручи. Апрель,2016-04-15 18:30:00
3758,Корабль Тесея,2016-04-15 19:30:00
3698,Сателлит Знатокиады - Я люблю Баку,2016-04-16 12:00:00
3437,Апрельские тезисы,2016-04-23 12:40:00
3626,Открытый Кубок МГПУ,2016-04-23 12:00:00
3666,Чемпионат Литвы,2016-04-23 12:00:00
3743,Чемпионат Эстонии,2016-04-23 12:00:00
3761,Чемпионат Латвии,2016-04-23 12:00:00
3874,Чемпионат Харьковской области. Высшая лига,2015-10-18 14:00:00
3704,Кубок Брестской области,2016-04-23 12:00:00
3725,Открытый чемпионат БГУИР,2016-04-24 10:00:00
3568,Студенческий чемпионат России,2016-04-23 12:00:00
3790,Чемпионат Казахстана,2016-04-23 14:00:00
3804,Чемпионат Минска. Лига А. Тур шестой.,2016-04-25 18:45:00
3754,Кубок Прокрастинации,2016-04-22 18:00:00
3397,Серия MASTERS. Синхрон Солахяна,2016-04-22 19:00:00
3756,Серия Элементы. Водород.,2016-04-22 19:00:00
3415,Серия Гран-при. 7 этап,2016-04-22 20:00:00
3578,Серия Гран-при. Общий зачёт,2015-09-11 16:00:00
3833,Синхронный Серпухов,2016-04-23 00:00:00
3802,Чемпионат УГГУ,2016-04-29 17:00:00
3905,Кубок Карлоса Кастильо,2016-04-01 00:00:00
3762,Саратов,2016-04-30 13:00:00
3828,Сибирские Афины,2016-05-01 14:00:00
3771,Синхрон-lite 1,2016-04-29 18:45:00
3827,Эврика!,2016-04-29 20:00:00
3665,Жизнь и время Михаэля К.,2016-04-29 21:00:00
3838,Хрустальный Голем,2016-05-06 14:00:00
3812,Чемпионат Финляндии,2016-05-07 19:00:00
3845,Студенческий чемпионат Беларуси,2016-05-08 10:00:00
3847,Кубок губернатора Югры,2016-05-07 11:00:00
3825,Чемпионат России,2016-05-07 12:00:00
3811,Синхрон Молодёжного чемпионата Украины,2016-05-07 00:00:00
3835,PraGolem 1,2016-05-07 14:00:00
3788,Синхрон Полевого - Рыбачука (зеркало Кубка Победы),2016-05-07 14:00:00
3726,16 лет. Полёт нормальный.,2016-05-07 19:00:00
3842,PraGolem 2,2016-05-08 14:00:00
3851,Открытое первенство НГМК,2016-05-14 12:00:00
3832,MGIMay,2016-05-14 16:00:00
3749,Ревельская весна,2016-05-14 14:00:00
3573,Универсум,2016-05-15 12:30:00
4108,Чемпионат Волгограда,2015-10-10 00:00:00
3488,Чемпионат Минска. Общий зачёт.,2015-09-24 18:45:00
3846,Чемпионат Минска. Финал.,2016-05-16 18:45:00
3856,"Весенний Братский Кубок ""От Винта""",2016-05-16 18:00:00
3736,Кубок Ичеришехер. Третий этап.,2016-05-13 18:00:00
3516,Знание – Сила,2016-05-13 19:00:00
3542,Кубок Чикаго,2016-05-13 19:05:00
3683,Пальмовое первенство,2016-05-13 19:00:00
3823,Галицький синхрон,2016-05-13 20:00:00
3852,День физика,2016-05-19 19:00:00
3836,Мемориал Карена Варданяна,2016-05-21 12:00:00
3742,Чемпионат Германии,2016-05-21 13:00:00
3819,Студкубок Томска,2016-04-10 00:00:00
3848,Кубок грибоедов,2016-05-22 11:00:00
3885,Чемпионат Мурманской области. Первая лига,2016-05-22 00:00:00
3783,Чемпионат Канады,2016-05-21 14:00:00
3613,Чемпионат Узбекистана,2016-05-21 14:00:00
3699,Открытый Чемпионат Краснодара,2016-05-22 09:00:00
3598,Нехрустальная Сова,2016-05-22 11:00:00
3797,Чемпионат Великобритании,2016-05-22 14:00:00
3709,Чемпионат Мурманской области. Высшая лига,2016-03-12 00:00:00
3798,Кубок соседней галактики. Гамма,2016-05-20 14:00:00
3831,Финал Московской студенческой лиги,2016-05-20 18:00:00
3658,Owl right,2016-05-20 18:05:00
3426,Кубок Иерусалима,2016-05-20 19:00:00
3818,Универсум. Синхрон,2016-05-21 14:00:00
3589,Чемпионат Ростовской области. Высшая лига,2016-05-25 14:00:00
3590,Чемпионат Ростовской области. Первая лига,2016-05-25 14:00:00
3813,Знатокиада. Сaspian Cup,2016-05-28 11:00:00
3822,Чемпионат Литвы,2016-05-28 11:00:00
3755,Командум,2016-05-29 12:00:00
3814,Знатокиада. Всеобщий открытый турнир,2016-05-29 15:00:00
3765,Oyna,2016-05-27 14:00:00
3388,Киевские кручи. Май,2016-05-27 18:30:00
3911,Киевские кручи. Общий зачет,2015-09-18 18:30:00
3649,Знатокиада. Кубок дружбы,2016-05-27 19:00:00
3876,Первая республика,2016-06-04 11:00:00
3853,Мемориал Диара Туганбаева. Онлайн,2016-06-04 12:40:00
3817,Альпийский Эдельвейс,2016-06-04 11:30:00
3705,Сказки Брянского леса,2016-06-04 12:00:00
3858,БЛИК - ХХ,2016-06-04 13:00:00
3469,Кубок чемпионов,2016-06-04 10:00:00
3663,Синхрон Трефиловых,2016-06-03 19:00:00
3857,Кубок Интигры,2016-06-07 18:00:00
3438,Мемориал Диара Туганбаева. Синхрон,2016-06-05 00:55:00
3839,Тарусские тропы,2016-06-11 13:00:00
3715,Кубок Замкадья,2016-06-12 12:30:00
3740,Горы от ума,2016-06-11 14:00:00
3859,БЛИК - ХХ. Синхрон,2016-06-09 19:00:00
3800,Мурманский Ёрш,2016-06-10 18:00:00
3711,Серия Premier. Дверь в лето,2016-06-10 20:00:00
3396,Ивантеллект,2016-06-11 18:00:00
3864,ЗнатоКиев,2016-06-18 15:30:00
3887,Чемпионат Караганды,2016-06-19 11:00:00
3886,Открытый кубок КНИТУ,2016-06-18 13:00:00
3693,Мемориал Дмитрия Коноваленко,2016-06-19 13:00:00
3881,Зеркало Тарусских троп,2016-06-17 14:00:00
3862,Украина Олимпийская. Часть 1,2016-06-17 18:00:00
3425,Земляничная соната,2016-06-17 18:30:00
3651,Синхронокластический инфундибулум,2016-06-17 20:00:00
3584,Кубок княгини Ольги,2016-06-25 13:00:00
3843,Ultima Tule,2016-06-25 13:00:00
3890,Чемпионат Кривого Рога,2016-06-26 11:00:00
3826,Чемпионат Грузии,2016-06-25 12:00:00
3912,Кубок Метрополии,2016-06-26 16:00:00
3863,Украина олимпийская. Часть 2,2016-06-24 18:00:00
3712,Серия Premier. Гала-турнир,2016-06-24 20:00:00
3751,Пряничный домик. Третий этаж,2016-06-25 04:00:00
3855,Белые ночи,2016-07-02 14:00:00
3878,Открытый чемпионат Калининграда,2016-07-05 00:00:00
3721,Летний Синхронный Умлаут,2016-07-01 20:00:00
3850,Юрьев день,2016-07-01 20:00:00
3897,Синхрон кубка княгини Ольги,2016-07-02 00:00:00
3840,Пущинские дали,2016-07-09 13:00:00
3837,Девятый круг,2016-07-08 15:00:00
3829,Другой Старый Свет,2016-07-09 09:00:00
3882,Скважина знаний,2016-07-08 19:30:00
3766,Северовенецианский дебют,2016-07-08 20:00:00
3880,Пущинские дали - синхрон,2016-07-15 18:45:00
3773,Кубок Квасира,2016-07-15 23:00:00
3916,Кубок метаморфоз,2016-07-23 12:00:00
3791,Кубок Евразии,2016-07-23 14:00:00
3844,Синхрон-lite 2,2016-07-22 18:45:00
3816,Экватор,2016-07-22 20:00:00
3921,Анапская волна,2016-07-30 14:00:00
3914,Чемпионат Армении,2016-07-31 11:00:00
3956,Кубок Ичеришехер,2016-07-30 11:00:00
3903,Зеркало Кубка Евразии,2016-07-28 19:00:00
3466,Шёлковый путь,2016-07-29 12:00:00
3915,Посох Аарона,2016-08-05 19:00:00
3676,Братья по фазе,2016-08-08 19:30:00
3714,&,2016-08-12 19:00:00
3942,Летние зори. Олимпийский кубок,2016-08-18 17:00:00
3943,Летние зори. Гала-турнир,2016-08-20 14:00:00
3888,Янтарная сова,2016-08-20 12:00:00
3913,Кубок Независимости Узбекистана,2016-08-20 12:00:00
3449,Стокгольмский синхрон,2016-08-19 19:00:00
3922,Серия Premier. Третий звонок,2016-08-19 20:00:00
3954,"Зеркало ""Летних зорь""",2016-08-20 18:00:00
3938,Национальный кубок Украины,2016-08-27 14:00:00
3889,Отражение Янтарной совы,2016-08-26 18:00:00
3920,День Независимости,2016-08-26 14:00:00
3939,Синхронный Национальный кубок Украины,2016-08-26 18:00:00
4004,"Летний Братский Кубок ""От Винта""",2016-09-03 18:30:00
3960,Кубок главы ГО Заречный,2016-09-04 12:00:00
3741,Открытый Кубок Тбилиси,2016-09-02 12:00:00
3955,Игра в бисер,2016-09-02 14:00:00
3750,Лошадь Пржевальского,2016-09-02 19:00:00
3643,Первенство Правого Полушария,2016-09-02 20:00:00
3865,Эйлатиада,2016-09-09 15:00:00
3977,Байкальский фестиваль,2016-09-10 07:00:00
3898,Полифест,2016-09-11 11:00:00
3901,Бархатный сезон,2016-09-10 13:00:00
3744,Открытие сезона,2016-09-09 14:00:00
3944,Соликамская осень - синхрон,2016-09-10 14:00:00
3976,Синхронный турнир Молодёжного кубка Украины,2016-09-09 18:00:00
3508,Нейробеккет,2016-09-09 19:00:00
3918,Эйлатиада. Кубок дружбы,2016-09-09 19:00:00
3945,Краснодар - XXI,2016-09-11 17:00:00
3965,Кубок соседней галактики. Альфа,2016-09-16 14:00:00
3899,Синхрон-lite 3,2016-09-16 18:45:00
3532,Охтинский мост,2016-09-16 19:00:00
3719,Синхрон Моносова,2016-09-16 19:00:00
3936,Красноярская десятка,2016-09-16 19:30:00
3923,Серия Гран-при. 1 этап,2016-09-16 20:00:00
4001,Кубок Тель-Авива,2016-09-24 12:00:00
3841,Играй для Жизни. Очный турнир,2016-09-24 11:50:00
3958,Открытый чемпионат Реутова,2016-09-24 14:00:00
3997,Большая Одесса,2016-09-24 15:00:00
3994,Voronezh Intellect Challenge,2016-09-24 13:00:00
3860,Симбирск-Open,2016-09-24 16:00:00
3906,Киевские кручи. Сентябрь,2016-09-23 18:45:00
3792,Играй для Жизни,2016-09-23 19:00:00
3866,ОВСЧ. 1 этап,2016-09-23 20:00:00
4005,Shorin Trophy,2016-10-01 13:00:00
3996,Онтариада,2016-10-01 14:00:00
3854,MGIMO-International,2016-10-01 13:00:00
3995,Открытый Кубок Черноземья,2016-10-01 13:00:00
4304,Олимпийский кубок Молдавии,2016-10-02 11:00:00
4016,Чемпионат Минска. Лига Б. Тур первый.,2016-10-03 18:45:00
3947,Лига Сибири. 1 тур,2016-09-30 09:00:00
3891,ОЧВР. Первый отборочный этап.,2016-09-30 19:00:00
4000,Золотая лестница,2016-09-30 19:30:00
3849,Жизнь и время Михаэля К.,2016-09-30 20:00:00
3924,Серия Premier. Красно-жёлтые дни,2016-09-30 20:00:00
3959,Реутовское зеркало,2016-10-01 10:00:00
4057,Кубок профсоюза студентов МГТУ,2016-10-06 17:30:00
3990,Кубок Полесья,2016-10-08 16:00:00
3919,Кубок Губернатора Тверской области,2016-10-08 12:00:00
4045,Выборгская русалочка,2016-10-09 10:00:00
4054,Радиан+. 10 лет,2016-10-09 11:00:00
4058,Студенческий чемпионат Удмуртии. 1 тур,2016-10-10 18:00:00
4023,Чемпионат Минска. Лига А. Тур первый.,2016-10-10 19:00:00
3781,Кубок провинций,2016-10-07 12:00:00
3879,MGIMO-International - синхрон,2016-10-07 18:00:00
3861,Блаженный Августинер,2016-10-07 20:00:00
4021,Из Минска с любовью. 1 этап.,2016-10-08 19:00:00
4034,Кубок Украины,2016-10-14 16:00:00
4035,Открытый Чемпионат Еревана,2016-10-16 12:00:00
3875,Кубок Москвы - Общемосковский отборочный турнир,2016-10-16 14:00:00
3998,Большая Одесса,2016-10-14 17:00:00
3775,Балтийский берег. 1 игра,2016-10-14 19:05:00
4002,Ума Палата,2016-10-14 19:00:00
3991,Кубок малых городов,2016-10-15 12:00:00
3973,Кубок вМоГоТУ,2016-10-22 11:00:00
3978,Северное слиянье,2016-10-19 18:30:00
4018,Нестерка,2016-10-22 11:00:00
3732,Кубок Октавиана Августа,2016-10-21 14:00:00
3941,Синхрон-lite 4,2016-10-21 18:45:00
3867,ОВСЧ. 2 этап,2016-10-21 19:00:00
4051,Эврика!,2016-10-21 19:30:00
3925,Серия Гран-при. 2 этап,2016-10-21 20:00:00
4067,Кубок Рязани,2016-10-29 14:00:00
4052,Енисейская знать,2016-10-29 07:40:00
3999,Кубок Европы среди студентов,2016-10-29 15:30:00
3957,Гвидон,2016-10-29 11:00:00
4003,Кубок Губернатора Мурманской области,2016-10-29 12:00:00
4053,Кубок White Eagles,2016-10-30 17:00:00
3966,Кубок соседней галактики. Бета,2016-10-28 14:00:00
3974,Гран-при Бауманки. 1 этап. Кубок НевМоГоТУ,2016-10-28 14:00:00
4011,Вавилонский колодец,2016-10-28 14:00:00
3902,Кубок Хэллоуина,2016-10-28 19:30:00
3834,Кубок 25-летия Независимости Туркменистана,2016-10-28 20:00:00
3992,Кубок Ломоносова,2016-11-04 14:00:00
4111,Чемпионат Санкт-Петербурга. Высшая лига,2016-10-02 14:00:00
4024,Чемпионат Санкт-Петербурга. Первая лига,2016-10-02 12:00:00
4056,20 лет ЗТ,2016-11-06 11:00:00
4076,Дзержинский марафон,2016-11-05 15:00:00
4048,Кубок МИФИ,2016-11-06 12:30:00
3556,РедБатл,2016-11-03 18:00:00
4069,Синхронный турнир ЛУК. Этап 1,2016-11-04 10:00:00
3948,Лига Сибири. 2 тур,2016-11-04 14:00:00
4062,Колькин спрос - I,2016-11-04 14:00:00
3953,Кубок опавших листьев,2016-11-04 18:00:00
3877,Осенний Синхронный Умлаут,2016-11-04 19:00:00
4027,Чемпионат Минска. Лига Б. Тур второй.,2016-11-08 19:00:00
4015,Синхрон Кубка Европы,2016-11-05 19:00:00
4030,Чемпионат мира. Отборочный этап,2016-11-12 12:00:00
4073,Кубок Аэробрэйна,2016-11-12 13:00:00
4106,Зимний лис,2016-11-13 10:00:00
4031,Чемпионат мира. Малый финал,2016-11-13 12:00:00
4032,Чемпионат мира. Финал,2016-11-13 12:00:00
4083,Студенческий кубок Иркутска,2016-11-13 13:00:00
4104,Чемпионат Курской области,2016-11-13 12:00:00
3733,Кубок Любви и Добра,2016-11-11 14:00:00
3907,Киевские кручи. Ноябрь,2016-11-11 18:45:00
3892,ОЧВР. Второй отборочный этап.,2016-11-11 19:00:00
3961,Топ-1000,2016-11-11 19:00:00
4046,Научпоп,2016-11-11 19:00:00
3926,Серия Premier. Просто хороший синхрон,2016-11-11 20:00:00
4084,Чемпионат Минска. Лига А. Тур второй.,2016-11-15 19:00:00
4038,Из Минска с любовью. 2 этап.,2016-11-12 19:00:00
4074,Открытый кубок МГУ,2016-11-19 12:00:00
4050,Кубок Мюнхгаузена,2016-11-19 15:00:00
4091,Северные горизонты,2016-11-19 15:00:00
4090,Малый кубок Физтеха,2016-11-20 10:45:00
4019,Перекрёсток,2016-11-19 15:30:00
4071,Студенческий чемпионат Курской области,2016-11-20 13:00:00
4079,Чемпионат Удмуртии,2016-11-20 14:00:00
4077,Чемпионат Перми и Пермского края,2016-11-20 13:45:00
3980,"Синхрон ""Детей Патанджали""",2016-11-19 14:00:00
4086,Золотая лестница,2016-11-18 19:30:00
3868,ОВСЧ. 3 этап,2016-11-18 20:00:00
3927,Серия Гран-при. 3 этап,2016-11-18 20:00:00
4088,Omnia mea,2016-11-18 20:00:00
4020,На Перекрёстке,2016-11-19 15:30:00
4130,Чемпионат лицея №1568,2016-11-23 17:00:00
4049,Осенний марафон,2016-11-26 11:00:00
4094,Открытый кубок МИЭТ,2016-11-26 12:00:00
4107,Чемпионат Долгопрудного,2016-11-27 12:00:00
4264,Щит и меч,2016-11-26 12:00:00
4123,Чемпионат Екатеринбурга и Свердловской области. МТ,2016-11-26 12:00:00
4028,За Перекрёстком,2016-11-25 18:45:00
3776,Балтийский берег. 2 игра,2016-11-25 19:05:00
3940,Предзимье,2016-11-25 19:00:00
4078,Зеркало чемпионатов городов,2016-11-25 20:00:00
4277,Студенческий чемпионат Удмуртии. 2 тур,2016-12-01 18:00:00
4102,Студенческий чемпионат Калининградской области,2016-12-03 14:00:00
4036,Гостиный двор,2016-12-03 13:00:00
4080,Беловежская Зима,2016-12-03 13:30:00
4105,Чемпионат Минска. Лига Б. Тур третий.,2016-12-05 19:00:00
3962,Ускользающая сова,2016-12-02 14:00:00
4097,Колькин спрос - II,2016-12-02 14:00:00
3934,Серия Premier. Кубок тёмных лошадок,2016-12-02 20:00:00
3895,Открытый кубок России,2016-12-03 10:00:00
4135,Чемпионат Саратова,2016-12-07 14:00:00
4113,Кубок Кольской АЭС,2016-12-10 12:00:00
4127,Открытый кубок СПбГУ,2016-12-10 11:30:00
4112,Кубок 75-летия ЭФ МГУ,2016-12-10 16:00:00
4075,Кубок Ровно,2016-12-10 14:00:00
4118,Покорение Сибири,2016-12-10 11:00:00
4037,Самариум,2016-12-10 14:30:00
4089,Кубок Огня,2016-12-11 11:00:00
4148,Чемпионат Азербайджана,2016-12-11 09:00:00
4119,"Чемпионат Ростовской области, лига Б, 1 день",2016-12-11 14:00:00
4138,Чемпионат Минска. Лига А. Тур третий.,2016-12-12 19:00:00
3949,Лига Сибири. 3 тур,2016-12-09 14:00:00
4122,Кубок Ровно,2016-12-09 18:00:00
3893,ОЧВР. Третий отборочный этап.,2016-12-09 19:00:00
3972,13-й воин,2016-12-09 19:00:00
4168,ОЧВР. Отбор,2016-09-30 19:00:00
4124,Эврика! - 3,2016-12-09 19:30:00
4044,"Зеркало фестиваля ""Гостиный Двор""",2016-12-09 19:30:00
4125,Синхрон Кубка Мюнхгаузена,2016-12-09 20:00:00
4039,Из Минска с любовью. 3 этап.,2016-12-10 19:00:00
4155,Кубок города Караганды,2016-12-17 08:00:00
4072,Студкубок Томска - осень,2016-10-01 00:00:00
4142,Мемориал Дмитрия Павловца,2016-12-18 11:30:00
3873,Чемпионат Ивантеевки и северо-востока,2016-12-18 14:00:00
3904,Кубок 10-летия ProjeKCt,2016-12-18 12:00:00
4065,Ум за Разум,2016-12-15 19:00:00
3967,Кубок соседней галактики. Гамма,2016-12-16 14:00:00
4017,ЗЫЧЪ,2016-12-16 18:00:00
4085,Кубок Ичеришехер. Первый этап.,2016-12-16 18:00:00
3869,ОВСЧ. 4 этап,2016-12-16 20:00:00
4134,Зеркало СамариУМа,2016-12-17 20:00:00
3981,Кубок весей. Онлайн,2016-12-24 12:40:00
4166,Всеармянский Интеллектуальный Фестиваль,2016-12-25 12:00:00
4101,Нескучный кубок,2016-12-23 14:00:00
3946,Синхрон-lite 5,2016-12-23 18:45:00
4100,Зеркало Кубка 10-летия ProjeKCt,2016-12-23 19:00:00
3928,Серия Гран-при. 4 этап,2016-12-23 20:00:00
3975,Гран-при Бауманки. 2 этап,2016-12-25 00:00:00
4033,Кубок Оливье,2017-01-01 19:00:00
4175,Кавалькада волхвов,2017-01-05 06:00:00
4177,Кавалькада волхвов - Ржевский,2017-01-06 08:00:00
4145,Холодная голова,2017-01-04 12:00:00
4164,Рождественские игры,2017-01-06 14:00:00
4093,Кубок Хайфы,2017-01-07 11:00:00
4070,Краснодарский рождественский турнир,2017-01-07 12:00:00
3667,Фестиваль памяти Сергея Некрасова,2017-01-06 12:00:00
4162,BK-Cup,2017-01-07 12:00:00
4161,Золотая лестница - 3,2017-01-06 19:30:00
3929,Серия Premier. Громокипящий кубок,2017-01-06 20:00:00
4117,Краснодарский рождественский синхрон,2017-01-07 13:00:00
4178,Студенческий чемпионат Республики Коми,2017-01-14 12:00:00
3722,Синхрон памяти Сергея Некрасова,2017-01-13 17:00:00
3979,Тропик Козерога,2017-01-13 19:00:00
4010,Кубок Огненного Петуха,2017-01-13 19:00:00
4139,Кубок Сигулды,2017-01-21 14:00:00
4121,"Чемпионат Ростовской области, лига Б, 2 день",2017-01-22 14:00:00
4095,Азовский бриз,2017-01-20 16:00:00
4182,Синхронный турнир ЛУК. Этап 2,2017-01-20 18:00:00
3908,Киевские кручи. Январь,2017-01-20 18:45:00
4157,Синхрон Кубка Сигулды,2017-01-21 17:00:00
4214,Павловская Ласточка,2017-01-28 14:00:00
4151,Двадцать лет в игре,2017-01-27 18:00:00
4179,Березниковская зима,2017-01-28 14:00:00
3777,Балтийский берег. 3 игра,2017-01-27 19:05:00
3917,День Андрея,2017-01-27 20:00:00
4171,Memento memes,2016-12-31 16:00:00
3579,Жажда фактов. Январь,2017-01-28 14:00:00
3982,22+. Онлайн,2017-02-04 12:40:00
4170,Мемориал Дмитрия Коноваленко,2017-02-05 12:00:00
3720,Синхрон Моносова,2017-02-03 19:00:00
4103,Зеркало Архимеда,2017-02-03 19:00:00
4189,Эврика! - 4,2017-02-04 10:30:00
3983,Гран-при Бауманки. 3 этап,2017-02-05 00:00:00
4158,Кубок ИРМ,2017-02-12 10:00:00
4234,Школьный кубок ИРМ,2017-02-12 10:00:00
4180,Приз Стальной Ложки,2017-02-11 14:00:00
4202,Открытый кубок Зеленограда,2017-02-12 12:00:00
4081,Месяц ветра,2017-02-11 11:00:00
3968,Кубок соседней галактики. Дельта,2017-02-10 14:00:00
3870,ОВСЧ. 5 этап,2017-02-10 20:00:00
4172,Мемориал Дмитрия Коноваленко - синхрон,2017-02-11 14:00:00
4278,Студенческий чемпионат Удмуртии. 3 тур,2017-02-16 18:30:00
4282,Студенческий чемпионат Удмуртии,2016-10-10 18:00:00
4114,Открытый студенческий кубок Прибалтики,2017-02-18 12:00:00
4204,Студенческие игры БГУ,2017-02-18 13:00:00
4128,"Чемпионат Ростовской области, лига Б, 3 день",2017-02-19 14:00:00
4206,Чемпионат Минска. Лига Б. Тур четвёртый,2017-02-20 18:45:00
4181,Синхрон Месяца ветра,2017-02-17 14:00:00
3971,Синхрон-lite. Выпуск VI,2017-02-17 18:45:00
